order_id,product_id,quantity,sales,profit
O01290,P0043,2,2824,465.52
O01291,P0006,4,3168,734.78
O01291,P0026,1,177,24.16
O01292,P0019,1,1421,120.89
O01292,P0043,2,2824,445.23
O01293,P0031,2,2862,525.05
O01293,P0083,1,694,145.43
O01293,P0062,4,3232,951.86
O01294,P0077,4,5984,1290.28
O01294,P0049,4,3268,578.77
O01294,P0062,1,808,221.55
O01295,P0068,3,1101,121.35
O01295,P0092,4,4796,618.7
O01295,P0045,2,1048,95.26
O01296,P0054,5,1145,208.97
O01296,P0010,1,189,22.57
O01297,P0090,1,673,77.75
O01297,P0084,2,1410,256.32
O01298,P0038,2,2636,458.25
O01298,P0069,2,1140,338.85
O01298,P0005,3,2550,548.5
O01299,P0079,5,4785,1277.53
O01299,P0020,5,5660,1403.45
O01299,P0048,5,7385,1230.07
O01300,P0002,4,740,166.23
O01300,P0049,2,1634,238.04
O01301,P0072,3,1086,295.85
O01301,P0010,3,567,138.33
O01302,P0063,3,1851,467.98
O01302,P0031,3,4293,921.44
O01303,P0032,5,5225,1484.74
O01303,P0074,5,3165,423.51
O01304,P0090,2,1346,354.58
O01304,P0084,3,2115,297.52
O01304,P0099,4,3860,550.9
O01305,P0031,3,4293,1171.8
O01305,P0015,3,1356,113.6
O01305,P0073,5,2925,344.26
O01306,P0044,1,195,41.05
O01307,P0030,4,3224,348.92
O01307,P0044,4,780,186.56
O01307,P0064,2,1628,484.22
O01308,P0096,5,5870,1299.38
O01308,P0070,5,2845,592.27
O01308,P0087,3,3765,383.83
O01309,P0040,1,487,142.6
O01310,P0010,4,756,81.95
O01310,P0097,2,2464,259.54
O01310,P0074,4,2532,626.85
O01311,P0065,3,3495,511.31
O01311,P0092,5,5995,938.24
O01312,P0073,4,2340,377.96
O01312,P0056,4,3608,923.93
O01313,P0099,2,1930,170.23
O01314,P0067,1,1423,208.31
O01315,P0085,4,5412,1442.93
O01315,P0052,4,2604,740.47
O01315,P0056,2,1804,431.48
O01316,P0081,5,165,15.18
O01317,P0042,2,1808,501.53
O01318,P0074,1,633,69.63
O01318,P0054,1,229,28.6
O01319,P0073,3,1755,471.86
O01319,P0060,3,3465,680.28
O01320,P0031,4,5724,697.58
O01320,P0093,5,3435,529.76
O01320,P0078,4,4944,1443.87
O01321,P0081,4,132,38.75
O01321,P0071,1,318,89.99
O01321,P0038,5,6590,843.84
O01322,P0001,3,4260,1002.29
O01323,P0039,3,2826,343.68
O01323,P0091,3,4329,723.99
O01323,P0040,2,974,96.06
O01324,P0038,5,6590,1325.65
O01325,P0018,2,230,33.41
O01326,P0051,2,414,108.61
O01327,P0079,2,1914,167.22
O01328,P0048,2,2954,437.8
O01329,P0100,2,1834,253.69
O01329,P0009,2,2918,654.58
O01330,P0015,3,1356,177.69
O01331,P0016,5,7185,1231.87
O01331,P0062,4,3232,814.19
O01332,P0061,1,1242,108.29
O01332,P0080,3,891,210.6
O01332,P0098,2,2832,581.12
O01333,P0080,4,1188,291.91
O01333,P0008,1,1324,150.48
O01334,P0046,1,188,41.78
O01334,P0037,4,2752,485.44
O01334,P0006,3,2376,223.75
O01335,P0024,2,888,265.14
O01335,P0089,3,1149,144.46
O01336,P0043,1,1412,161.16
O01336,P0058,5,1155,294.14
O01337,P0043,1,1412,163.71
O01337,P0096,5,5870,1256.71
O01338,P0066,4,4764,790.76
O01338,P0096,2,2348,419.49
O01339,P0072,2,724,89.61
O01339,P0027,2,704,136.91
O01340,P0063,5,3085,785.15
O01341,P0063,2,1234,103.13
O01342,P0060,4,4620,952.62
O01342,P0026,1,177,22.55
O01343,P0025,2,630,53.44
O01344,P0006,3,2376,403.5
O01345,P0071,1,318,76.8
O01345,P0028,1,1180,268.42
O01346,P0027,4,1408,225.76
O01346,P0069,1,570,100.47
O01347,P0084,2,1410,353.49
O01347,P0002,5,925,198.13
O01348,P0094,2,1188,329.91
O01348,P0031,1,1431,169.12
O01349,P0032,3,3135,396.06
O01349,P0005,1,850,244.07
O01349,P0037,2,1376,385.63
O01350,P0031,5,7155,1447.8
O01350,P0046,3,564,146.38
O01350,P0055,2,396,52.15
O01351,P0081,3,99,23.53
O01352,P0070,1,569,61.42
O01353,P0007,4,3976,377.65
O01353,P0077,5,7480,1930.51
O01354,P0042,1,904,162.66
O01355,P0092,2,2398,541.04
O01356,P0058,3,693,63.39
O01357,P0031,1,1431,252.8
O01357,P0051,4,828,233.15
O01358,P0016,5,7185,1305.98
O01358,P0085,1,1353,355.8
O01359,P0095,4,3068,462.18
O01359,P0007,3,2982,510.11
O01360,P0021,5,6835,1953.83
O01360,P0065,2,2330,660.89
O01360,P0093,1,687,113.35
O01361,P0082,5,3500,455.09
O01361,P0095,4,3068,349.44
O01361,P0029,4,5624,1228.07
O01362,P0065,5,5825,1583.74
O01362,P0010,1,189,22.6
O01363,P0100,5,4585,407.25
O01363,P0082,5,3500,882.09
O01364,P0082,4,2800,466.83
O01364,P0064,5,4070,577.88
O01365,P0089,5,1915,458.52
O01365,P0010,2,378,109.01
O01366,P0086,2,1270,276.84
O01366,P0034,4,3660,754.5
O01367,P0087,2,2510,255.87
O01368,P0052,1,651,192.34
O01369,P0018,5,575,103.92
O01370,P0069,1,570,75.16
O01370,P0002,3,555,164.37
O01370,P0034,5,4575,784.63
O01371,P0099,5,4825,439.07
O01371,P0007,1,994,178.89
O01371,P0042,1,904,243.94
O01372,P0067,3,4269,992.92
O01372,P0068,2,734,155.33
O01373,P0067,1,1423,297.84
O01373,P0021,5,6835,1474.96
O01374,P0025,3,945,112.65
O01374,P0065,3,3495,844.91
O01374,P0015,1,452,85.28
O01375,P0078,2,2472,275.04
O01376,P0066,4,4764,1165.54
O01376,P0099,2,1930,247.94
O01377,P0052,2,1302,151.01
O01377,P0001,3,4260,1144.13
O01378,P0075,2,354,37.12
O01379,P0061,4,4968,1139.7
O01380,P0088,3,3003,630.76
O01380,P0051,4,828,221.08
O01380,P0038,2,2636,737.89
O01381,P0003,1,1350,313.63
O01381,P0055,2,396,49.31
O01381,P0059,3,609,88.17
O01382,P0035,1,175,25.73
O01382,P0068,5,1835,348.28
O01383,P0009,5,7295,2064.04
O01383,P0028,1,1180,164.74
O01383,P0073,1,585,150.33
O01384,P0001,3,4260,916.1
O01385,P0003,5,6750,1556.27
O01385,P0022,1,387,83.07
O01386,P0003,2,2700,684.09
O01386,P0054,4,916,173.4
O01387,P0059,2,406,67.96
O01387,P0037,2,1376,158.5
O01387,P0079,5,4785,1162.94
O01388,P0043,2,2824,392.43
O01388,P0002,4,740,209.18
O01389,P0041,3,3456,880.78
O01389,P0097,2,2464,691.52
O01390,P0002,2,370,31.03
O01390,P0057,1,1160,318.86
O01390,P0004,3,252,50.25
O01391,P0047,5,1675,183.31
O01392,P0077,3,4488,924.51
O01392,P0071,2,636,72.0
O01392,P0069,3,1710,180.83
O01393,P0021,4,5468,700.13
O01393,P0078,2,2472,519.39
O01394,P0059,5,1015,171.02
O01394,P0069,4,2280,304.97
O01395,P0030,2,1612,357.97
O01395,P0040,2,974,255.06
O01395,P0040,3,1461,330.33
O01396,P0009,1,1459,255.21
O01397,P0011,3,2724,615.39
O01398,P0066,5,5955,511.86
O01398,P0083,5,3470,536.88
O01398,P0013,2,430,53.77
O01399,P0023,2,1328,297.52
O01400,P0027,1,352,49.27
O01401,P0095,2,1534,360.43
O01401,P0004,2,168,15.81
O01401,P0092,1,1199,142.55
O01402,P0037,1,688,198.8
O01403,P0064,1,814,131.76
O01404,P0007,5,4970,1122.25
O01404,P0064,1,814,192.49
O01405,P0053,2,1514,410.81
O01405,P0091,5,7215,1239.35
O01405,P0003,4,5400,1609.82
O01406,P0027,1,352,36.21
O01406,P0050,5,3790,394.7
O01407,P0095,3,2301,465.68
O01407,P0042,1,904,149.78
O01408,P0018,2,230,60.76
O01408,P0071,1,318,28.42
O01409,P0022,2,774,158.98
O01409,P0047,5,1675,471.39
O01410,P0044,4,780,171.93
O01410,P0060,4,4620,618.16
O01411,P0094,5,2970,451.45
O01411,P0027,4,1408,310.21
O01412,P0004,4,336,82.24
O01412,P0068,1,367,77.46
O01413,P0073,2,1170,149.64
O01413,P0018,2,230,24.06
O01413,P0017,2,1986,471.22
O01414,P0079,2,1914,228.51
O01414,P0048,2,2954,355.26
O01415,P0072,1,362,32.58
O01415,P0100,2,1834,393.54
O01416,P0078,2,2472,630.57
O01416,P0049,1,817,115.94
O01416,P0031,4,5724,1638.7
O01417,P0095,1,767,76.55
O01417,P0063,5,3085,549.85
O01417,P0002,4,740,154.95
O01418,P0077,5,7480,1055.36
O01418,P0002,5,925,93.64
O01418,P0022,2,774,149.39
O01419,P0054,1,229,55.37
O01420,P0063,1,617,79.13
O01421,P0040,4,1948,331.47
O01421,P0039,2,1884,443.44
O01422,P0056,1,902,141.18
O01423,P0099,2,1930,383.36
O01424,P0031,5,7155,1195.79
O01425,P0016,1,1437,216.68
O01426,P0025,3,945,243.92
O01427,P0094,2,1188,326.68
O01427,P0071,2,636,127.81
O01428,P0016,3,4311,869.5
O01429,P0069,4,2280,604.97
O01430,P0018,2,230,51.8
O01430,P0060,5,5775,1436.86
O01430,P0014,1,107,9.96
O01431,P0021,5,6835,1595.64
O01431,P0020,2,2264,590.86
O01432,P0061,2,2484,667.49
O01432,P0065,2,2330,618.95
O01433,P0090,5,3365,720.35
O01434,P0085,2,2706,344.17
O01434,P0075,4,708,120.11
O01435,P0018,1,115,21.99
O01435,P0011,1,908,249.08
O01435,P0095,5,3835,1077.14
O01436,P0045,2,1048,175.52
O01436,P0088,1,1001,134.66
O01437,P0083,3,2082,608.63
O01437,P0051,1,207,16.6
O01437,P0012,1,698,85.0
O01438,P0085,5,6765,1718.6
O01438,P0100,2,1834,509.88
O01438,P0053,5,3785,429.67
O01439,P0030,5,4030,1075.26
O01439,P0045,2,1048,164.38
O01439,P0097,2,2464,447.07
O01440,P0076,1,535,104.99
O01440,P0046,3,564,133.0
O01440,P0030,1,806,136.48
O01441,P0036,4,5036,830.14
O01441,P0031,1,1431,247.49
O01442,P0084,3,2115,553.32
O01442,P0097,2,2464,200.52
O01442,P0076,5,2675,521.58
O01443,P0099,3,2895,389.15
O01443,P0054,1,229,49.61
O01443,P0016,4,5748,1227.05
O01444,P0057,1,1160,210.36
O01444,P0031,5,7155,1666.07
O01445,P0089,5,1915,329.72
O01445,P0024,5,2220,491.76
O01446,P0071,3,954,149.77
O01446,P0067,4,5692,678.5
O01446,P0091,1,1443,429.94
O01447,P0060,2,2310,541.3
O01447,P0094,4,2376,382.78
O01447,P0068,4,1468,289.86
O01448,P0068,5,1835,497.97
O01449,P0094,1,594,65.6
O01449,P0079,4,3828,478.16
O01449,P0080,5,1485,284.51
O01450,P0015,2,904,140.62
O01450,P0100,2,1834,389.75
O01450,P0004,4,336,73.32
O01451,P0062,4,3232,783.43
O01452,P0054,5,1145,308.65
O01453,P0007,4,3976,552.61
O01454,P0059,2,406,100.79
O01454,P0027,4,1408,243.68
O01455,P0031,1,1431,355.15
O01455,P0098,5,7080,1530.14
O01456,P0057,1,1160,236.33
O01456,P0032,5,5225,1316.73
O01457,P0046,3,564,130.24
O01457,P0074,4,2532,344.56
O01458,P0071,5,1590,424.74
O01458,P0013,3,645,109.16
O01459,P0086,5,3175,389.19
O01460,P0057,5,5800,1544.75
O01460,P0085,1,1353,230.56
O01460,P0059,2,406,58.29
O01461,P0005,5,4250,1222.38
O01461,P0007,3,2982,373.87
O01462,P0024,5,2220,439.59
O01462,P0026,5,885,91.6
O01462,P0091,4,5772,833.78
O01463,P0006,5,3960,341.15
O01463,P0079,3,2871,429.3
O01463,P0100,5,4585,534.92
O01464,P0011,5,4540,1168.44
O01464,P0026,1,177,26.88
O01464,P0037,2,1376,145.88
O01465,P0044,2,390,65.39
O01466,P0078,1,1236,206.75
O01466,P0018,3,345,69.56
O01467,P0023,1,664,175.81
O01468,P0021,3,4101,810.44
O01469,P0053,3,2271,441.52
O01469,P0094,2,1188,95.18
O01470,P0019,5,7105,1436.77
O01470,P0096,1,1174,179.12
O01470,P0040,3,1461,331.19
O01471,P0073,5,2925,386.48
O01471,P0027,5,1760,426.13
O01471,P0009,3,4377,1152.68
O01472,P0068,1,367,74.04
O01472,P0007,4,3976,1179.02
O01472,P0091,2,2886,240.13
O01473,P0049,3,2451,689.57
O01473,P0003,1,1350,108.19
O01474,P0070,3,1707,407.03
O01475,P0074,4,2532,259.28
O01475,P0075,5,885,140.09
O01475,P0015,2,904,75.76
O01476,P0090,4,2692,388.76
O01476,P0008,5,6620,909.81
O01477,P0057,2,2320,606.92
O01477,P0082,5,3500,792.02
O01477,P0069,3,1710,299.32
O01478,P0081,1,33,6.29
O01478,P0029,4,5624,1580.77
O01478,P0033,1,129,28.87
O01479,P0065,4,4660,538.88
O01479,P0017,1,993,86.26
O01479,P0007,2,1988,346.11
O01480,P0046,1,188,17.01
O01480,P0070,3,1707,481.66
O01480,P0100,3,2751,794.85
O01481,P0006,2,1584,336.31
O01481,P0089,1,383,63.79
O01482,P0091,3,4329,1255.55
O01482,P0086,5,3175,884.32
O01483,P0079,3,2871,333.79
O01483,P0100,1,917,149.58
O01484,P0011,1,908,137.28
O01485,P0037,5,3440,727.28
O01485,P0003,4,5400,594.67
O01486,P0085,2,2706,326.16
O01486,P0015,2,904,97.16
O01487,P0033,3,387,51.05
O01488,P0029,3,4218,745.35
O01488,P0064,1,814,111.43
O01488,P0098,3,4248,788.8
O01489,P0019,3,4263,848.59
O01489,P0086,3,1905,308.46
O01490,P0033,5,645,113.62
O01491,P0032,1,1045,278.58
O01492,P0077,5,7480,969.03
O01493,P0037,4,2752,722.94
O01494,P0024,3,1332,204.15
O01495,P0098,2,2832,289.88
O01495,P0018,5,575,53.13
O01496,P0016,2,2874,479.28
O01496,P0052,2,1302,375.28
O01496,P0065,1,1165,331.38
O01497,P0098,2,2832,801.71
O01497,P0066,2,2382,522.44
O01498,P0077,4,5984,685.48
O01498,P0059,3,609,120.54
O01499,P0045,2,1048,226.21
O01499,P0052,5,3255,490.26
O01499,P0070,3,1707,344.66
O01500,P0070,2,1138,237.36
O01501,P0028,2,2360,542.51
O01501,P0098,3,4248,470.63
O01502,P0006,1,792,134.12
O01502,P0017,5,4965,755.14
O01503,P0039,5,4710,463.88
O01503,P0081,1,33,3.04
O01504,P0010,5,945,252.66
O01505,P0085,3,4059,600.22
O01506,P0065,3,3495,624.25
O01507,P0013,3,645,118.52
O01507,P0079,3,2871,633.05
O01508,P0077,2,2992,435.23
O01508,P0034,5,4575,1102.56
O01509,P0099,3,2895,303.02
O01509,P0011,4,3632,385.71
O01509,P0089,5,1915,279.71
O01510,P0086,4,2540,314.65
O01510,P0085,3,4059,1081.44
O01510,P0030,5,4030,502.53
O01511,P0065,2,2330,436.72
O01511,P0098,5,7080,613.57
O01512,P0068,1,367,72.14
O01513,P0066,1,1191,324.25
O01513,P0083,1,694,160.62
O01514,P0096,5,5870,1655.68
O01515,P0076,4,2140,612.03
O01516,P0046,4,752,143.88
O01516,P0048,2,2954,764.08
O01516,P0086,5,3175,301.72
O01517,P0046,4,752,150.04
O01518,P0036,1,1259,179.73
O01519,P0012,4,2792,336.35
O01519,P0009,1,1459,217.33
O01519,P0082,1,700,124.56
O01520,P0054,4,916,139.12
O01520,P0053,2,1514,429.75
O01521,P0098,2,2832,527.26
O01521,P0048,5,7385,672.04
O01521,P0062,5,4040,824.95
O01522,P0029,3,4218,731.69
O01523,P0040,2,974,140.6
O01523,P0088,4,4004,757.73
O01524,P0003,4,5400,957.92
O01524,P0050,4,3032,865.25
O01524,P0002,5,925,238.65
O01525,P0056,1,902,268.01
O01525,P0072,2,724,91.35
O01525,P0096,4,4696,516.75
O01526,P0004,5,420,57.34
O01526,P0090,4,2692,587.94
O01526,P0017,4,3972,546.7
O01527,P0100,1,917,196.34
O01527,P0076,5,2675,558.77
O01528,P0033,1,129,13.5
O01529,P0062,5,4040,815.69
O01529,P0008,4,5296,689.18
O01529,P0027,1,352,69.3
O01530,P0084,3,2115,245.38
O01531,P0074,1,633,125.88
O01531,P0017,4,3972,897.61
O01531,P0033,3,387,107.98
O01532,P0043,3,4236,702.2
O01533,P0015,5,2260,566.87
O01533,P0067,3,4269,923.11
O01533,P0035,5,875,209.41
O01534,P0017,3,2979,525.4
O01534,P0032,5,5225,1465.01
O01534,P0036,3,3777,986.76
O01535,P0005,3,2550,560.3
O01535,P0065,5,5825,912.64
O01536,P0006,2,1584,456.19
O01536,P0040,1,487,129.23
O01536,P0045,1,524,62.57
O01537,P0062,4,3232,788.42
O01538,P0026,5,885,189.41
O01538,P0079,1,957,249.2
O01539,P0087,5,6275,1248.09
O01539,P0063,5,3085,862.59
O01540,P0092,1,1199,217.82
O01540,P0095,3,2301,564.06
O01541,P0004,3,252,70.94
O01541,P0004,3,252,71.47
O01541,P0001,1,1420,360.37
O01542,P0007,4,3976,752.24
O01543,P0039,5,4710,1407.73
O01544,P0091,1,1443,141.79
O01544,P0045,2,1048,230.98
O01544,P0038,2,2636,517.17
O01545,P0059,4,812,216.61
O01545,P0051,1,207,51.87
O01546,P0030,2,1612,345.2
O01546,P0057,4,4640,1222.85
O01546,P0035,1,175,24.59
O01547,P0036,5,6295,519.33
O01547,P0020,1,1132,274.32
O01548,P0093,5,3435,751.1
O01548,P0023,2,1328,349.72
O01548,P0004,4,336,61.48
O01549,P0001,3,4260,636.6
O01550,P0025,4,1260,357.1
O01550,P0054,5,1145,143.93
O01550,P0017,3,2979,296.93
O01551,P0086,3,1905,464.43
O01551,P0067,5,7115,1744.52
O01551,P0081,4,132,38.47
O01552,P0099,3,2895,355.9
O01553,P0059,4,812,68.53
O01553,P0074,1,633,67.61
O01553,P0048,2,2954,747.95
O01554,P0004,1,84,11.31
O01555,P0087,2,2510,671.73
O01555,P0014,4,428,63.18
O01555,P0039,3,2826,443.41
O01556,P0100,4,3668,327.54
O01557,P0030,5,4030,613.28
O01558,P0093,1,687,184.27
O01558,P0086,1,635,56.77
O01558,P0071,3,954,89.12
O01559,P0010,3,567,71.83
O01560,P0035,2,350,58.84
O01560,P0010,3,567,161.7
O01561,P0045,4,2096,262.51
O01561,P0028,4,4720,522.83
O01561,P0004,4,336,32.71
O01562,P0076,3,1605,308.36
O01562,P0057,5,5800,975.6
O01562,P0067,2,2846,358.53
O01563,P0022,5,1935,180.49
O01564,P0002,3,555,110.89
O01565,P0027,1,352,56.56
O01565,P0089,3,1149,205.76
O01566,P0066,1,1191,265.77
O01567,P0041,4,4608,611.34
O01567,P0042,4,3616,741.21
O01568,P0079,3,2871,728.57
O01568,P0022,1,387,39.58
O01569,P0013,2,430,71.57
O01569,P0020,5,5660,505.83
O01570,P0016,5,7185,2014.84
O01571,P0066,4,4764,571.57
O01571,P0051,1,207,55.51
O01572,P0078,5,6180,1067.91
O01572,P0023,4,2656,451.97
O01572,P0082,3,2100,590.32
O01573,P0048,2,2954,575.06
O01573,P0015,4,1808,465.73
O01574,P0050,1,758,196.88
O01574,P0034,4,3660,354.43
O01575,P0006,5,3960,1187.28
O01576,P0040,3,1461,320.86
O01576,P0007,2,1988,305.45
O01577,P0057,3,3480,591.99
O01577,P0016,3,4311,385.52
O01577,P0032,3,3135,915.21
O01578,P0069,2,1140,259.06
O01579,P0016,1,1437,157.76
O01579,P0065,2,2330,190.64
O01579,P0085,2,2706,506.17
O01580,P0074,4,2532,277.38
O01581,P0053,1,757,104.41
O01581,P0053,3,2271,519.64
O01581,P0071,4,1272,134.24
O01582,P0096,2,2348,493.63
O01582,P0060,2,2310,655.68
O01582,P0028,5,5900,1006.47
O01583,P0049,4,3268,617.54
O01584,P0080,5,1485,323.54
O01584,P0057,1,1160,238.18
O01585,P0008,5,6620,1311.08
O01586,P0085,5,6765,1298.96
O01586,P0002,3,555,150.77
O01587,P0024,1,444,119.1
O01587,P0065,2,2330,612.45
O01588,P0088,5,5005,1224.7
O01588,P0012,4,2792,306.76
O01589,P0037,1,688,123.68
O01589,P0049,2,1634,138.37
O01590,P0099,5,4825,1404.89
O01590,P0030,1,806,204.36
O01591,P0072,3,1086,272.2
O01591,P0050,1,758,94.51
O01592,P0062,5,4040,771.05
O01593,P0091,1,1443,276.47
O01593,P0006,2,1584,317.82
O01593,P0002,4,740,165.33
O01594,P0065,5,5825,751.06
O01594,P0026,2,354,45.02
O01595,P0051,4,828,148.12
O01595,P0097,3,3696,372.35
O01596,P0026,1,177,37.72
O01596,P0091,5,7215,2026.63
O01596,P0004,3,252,30.86
O01597,P0026,4,708,207.62
O01597,P0028,2,2360,471.74
O01597,P0056,4,3608,394.4
O01598,P0008,2,2648,776.86
O01598,P0078,3,3708,351.96
O01599,P0012,2,1396,386.38
O01600,P0084,1,705,168.72
O01600,P0061,3,3726,667.13
O01600,P0045,2,1048,85.53
O01601,P0098,1,1416,119.41
O01601,P0058,4,924,214.07
O01602,P0042,3,2712,276.45
O01602,P0011,2,1816,209.03
O01602,P0046,3,564,168.93
O01603,P0067,5,7115,1576.07
O01604,P0048,5,7385,1375.08
O01605,P0049,3,2451,249.35
O01605,P0010,2,378,42.23
O01605,P0011,3,2724,543.92
O01606,P0037,1,688,143.95
O01606,P0097,5,6160,1136.07
O01607,P0096,4,4696,1391.2
O01607,P0056,5,4510,764.5
O01607,P0044,2,390,46.43
O01608,P0007,4,3976,1054.58
O01609,P0081,2,66,9.49
O01610,P0091,2,2886,340.33
O01610,P0092,1,1199,124.38
O01611,P0016,1,1437,126.17
O01611,P0007,3,2982,489.54
O01611,P0039,4,3768,383.69
O01612,P0060,2,2310,210.34
O01612,P0006,1,792,89.38
O01613,P0063,4,2468,574.5
O01613,P0088,2,2002,184.86
O01614,P0081,1,33,2.87
O01615,P0017,2,1986,329.68
O01615,P0090,4,2692,642.63
O01616,P0040,5,2435,387.86
O01617,P0045,5,2620,545.87
O01617,P0025,1,315,48.69
O01618,P0059,5,1015,151.09
O01618,P0074,1,633,63.98
O01619,P0091,2,2886,442.65
O01620,P0075,1,177,15.17
O01620,P0029,4,5624,717.4
O01620,P0009,4,5836,581.76
O01621,P0064,4,3256,383.45
O01622,P0083,1,694,86.7
O01623,P0062,5,4040,359.87
O01623,P0045,5,2620,482.01
O01624,P0056,4,3608,682.04
O01625,P0015,1,452,38.64
O01626,P0047,3,1005,272.79
O01626,P0086,3,1905,463.99
O01627,P0079,4,3828,399.69
O01628,P0090,5,3365,867.17
O01629,P0090,4,2692,709.43
O01630,P0005,3,2550,375.89
O01630,P0025,4,1260,115.71
O01631,P0034,2,1830,452.21
O01632,P0049,2,1634,196.74
O01632,P0043,2,2824,283.6
O01633,P0077,1,1496,167.1
O01633,P0078,2,2472,314.51
O01634,P0080,3,891,219.34
O01634,P0100,2,1834,531.78
O01634,P0033,1,129,26.88
O01635,P0066,4,4764,1217.32
O01635,P0075,4,708,194.22
O01636,P0084,5,3525,299.53
O01636,P0037,2,1376,237.42
O01637,P0065,3,3495,522.42
O01637,P0007,2,1988,562.7
O01637,P0004,4,336,57.11
O01638,P0016,4,5748,1221.96
O01638,P0074,3,1899,452.81
O01638,P0063,1,617,181.1
O01639,P0059,2,406,56.63
O01639,P0044,3,585,153.26
O01639,P0097,3,3696,770.82
O01640,P0087,1,1255,205.94
O01640,P0011,2,1816,187.54
O01641,P0016,1,1437,216.02
O01641,P0079,5,4785,994.88
O01641,P0027,1,352,41.38
O01642,P0086,5,3175,869.27
O01642,P0041,3,3456,833.42
O01643,P0047,4,1340,182.46
O01643,P0023,5,3320,578.18
O01643,P0075,5,885,202.12
O01644,P0029,2,2812,511.77
O01645,P0048,1,1477,280.69
O01646,P0066,3,3573,644.43
O01646,P0084,1,705,135.68
O01647,P0022,4,1548,403.39
O01648,P0043,1,1412,416.37
O01648,P0079,1,957,196.97
O01648,P0099,4,3860,556.41
O01649,P0018,2,230,22.74
O01649,P0063,3,1851,165.84
O01649,P0060,4,4620,950.25
O01650,P0078,5,6180,1763.3
O01650,P0063,2,1234,205.42
O01650,P0038,2,2636,694.3
O01651,P0020,2,2264,319.89
O01651,P0014,3,321,61.69
O01652,P0023,4,2656,764.4
O01652,P0040,1,487,92.98
O01653,P0013,2,430,88.71
O01654,P0078,4,4944,742.01
O01654,P0073,4,2340,283.72
O01654,P0071,1,318,37.21
O01655,P0084,2,1410,343.43
O01656,P0062,2,1616,437.24
O01656,P0045,3,1572,437.94
O01657,P0021,2,2734,676.66
O01658,P0039,1,942,79.63
O01659,P0071,5,1590,259.04
O01659,P0096,3,3522,858.07
O01659,P0095,4,3068,551.49
O01660,P0079,1,957,205.45
O01660,P0020,1,1132,219.1
O01660,P0023,5,3320,826.63
O01661,P0038,1,1318,140.62
O01661,P0087,1,1255,212.55
O01661,P0038,1,1318,112.15
O01662,P0010,4,756,154.9
O01663,P0090,2,1346,350.62
O01663,P0079,2,1914,441.77
O01663,P0047,2,670,191.24
O01664,P0094,5,2970,677.5
O01664,P0032,5,5225,1253.41
O01664,P0053,5,3785,340.05
O01665,P0094,5,2970,757.16
O01666,P0048,3,4431,884.13
O01666,P0086,1,635,182.51
O01667,P0007,4,3976,737.97
O01667,P0003,3,4050,670.16
O01667,P0048,1,1477,134.62
O01668,P0046,5,940,181.71
O01668,P0025,2,630,84.92
O01668,P0040,1,487,134.35
O01669,P0030,2,1612,466.96
O01669,P0078,1,1236,351.65
O01669,P0010,5,945,259.05
O01670,P0055,1,198,44.68
O01670,P0031,5,7155,1588.89
O01671,P0063,3,1851,282.35
O01671,P0002,2,370,91.4
O01671,P0026,3,531,60.01
O01672,P0072,2,724,159.21
O01673,P0068,1,367,34.88
O01673,P0058,2,462,69.89
O01673,P0014,2,214,30.2
O01674,P0086,1,635,113.17
O01674,P0058,4,924,265.7
O01675,P0028,5,5900,797.0
O01675,P0090,5,3365,928.49
O01675,P0089,3,1149,310.13
O01676,P0050,4,3032,341.46
O01676,P0091,1,1443,145.75
O01677,P0037,2,1376,190.91
O01677,P0020,1,1132,292.31
O01677,P0074,5,3165,887.01
O01678,P0029,5,7030,797.8
O01678,P0015,2,904,202.11
O01678,P0087,5,6275,1118.72
O01679,P0095,1,767,86.55
O01679,P0010,4,756,83.89
O01680,P0076,3,1605,305.23
O01680,P0001,1,1420,268.83
O01680,P0037,3,2064,575.99
O01681,P0010,2,378,95.91
O01681,P0018,3,345,75.96
O01682,P0039,4,3768,559.72
O01683,P0040,3,1461,436.93
O01684,P0077,1,1496,216.66
O01685,P0072,5,1810,182.51
O01686,P0088,2,2002,403.13
O01686,P0048,3,4431,458.96
O01686,P0067,1,1423,328.79
O01687,P0061,2,2484,628.42
O01688,P0033,3,387,79.02
O01688,P0013,3,645,146.04
O01689,P0096,1,1174,322.08
O01689,P0074,1,633,115.35
O01690,P0098,2,2832,261.06
O01691,P0055,4,792,67.46
O01691,P0073,1,585,63.25
O01692,P0073,5,2925,326.23
O01693,P0094,1,594,59.25
O01694,P0089,2,766,95.07
O01694,P0093,2,1374,281.55
O01694,P0047,4,1340,127.44
O01695,P0075,2,354,30.61
O01696,P0009,5,7295,1731.63
O01696,P0086,1,635,120.34
O01697,P0028,4,4720,1157.89
O01697,P0008,2,2648,768.6
O01698,P0058,3,693,103.02
O01698,P0034,1,915,268.59
O01698,P0064,3,2442,547.3
O01699,P0021,4,5468,941.43
O01700,P0015,3,1356,222.68
O01701,P0087,1,1255,272.15
O01702,P0033,2,258,21.03
O01702,P0020,4,4528,1078.66
O01703,P0053,2,1514,442.22
O01703,P0073,3,1755,330.29
O01703,P0040,2,974,133.52
O01704,P0016,5,7185,2094.01
O01704,P0049,1,817,153.64
O01705,P0007,5,4970,582.47
O01705,P0081,3,99,24.4
O01706,P0063,2,1234,322.98
O01706,P0031,2,2862,477.19
O01706,P0023,1,664,127.53
